"familr" "sexer" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq" "itavcq" "CARVP"
"555090" 1 0 121 60 0 3.04452243772342 11.5984699332418 0 0 0 0 1 3048 0 3.17805383034795 0.693147180559945 0 0 1 13.4525803764702 3 1 11.1267775722473 2 10.6204733225759 0 0 13.7602335496411 13.6348803699993 0 "Shom" "Fcou" "Pcad" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O0" "M1" "T2" "D2" "B0" "J0" "I2" "Coui"
"585843" 0 0 90 36 1.09861228866811 3.73766961828337 11.5528766804725 1.6094379124341 10.4651298571275 6.99576615630485 10.4335273952259 2 6647 3.73766961828337 2.63905732961526 4.60517018598809 0 0 1 8.74989095553526 2 2 11.5528766804725 0 0 63 0 11.7579792249914 9.6501424924888 3.52636052461616 "Shom" "Fseu" "Pemp" "K1" "V1" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R1" "Q1" "O2" "M2" "T2" "D0" "B2" "J2" "I2" "Coui"
"605838" 1 0 80 60 0.693147180559945 4.15888308335967 0 0 11.4983903399924 11.4983903399924 0 1 7319 3.17805383034795 2.63905732961526 2.77258872223978 11.4287935746405 0 0 0 0 0 0 0 0 0 0 12.1670875046276 0 2.30258509299405 "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F1" "L0" "H0" "A2" "R1" "Q1" "O1" "M2" "T0" "D0" "B1" "J1" "I2" "Coui"
"648247" 1 1 55 36 1.38629436111989 2.39789527279837 9.77911409769637 0 0 0 0 1 6277 2.39789527279837 2.63905732961526 2.70805020110221 10.1064692120264 0 0 0 4 2 7.69712131728263 2 9.64601132214141 0 0 10.1392708841968 0 0 "Sfem" "Fcou" "Psan" "K0" "V0" "U2" "X2" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R0" "Q1" "O2" "M1" "T1" "D0" "B1" "J0" "I1" "Coui"
"741266" 1 0 277 52 1.38629436111989 3.68887945411394 13.4890696390157 3.78418963391826 12.5290217120168 0 0 1 5150 3.09104245335832 2.63905732961526 3.8286413964891 0 12.5290217120168 0 0 4 2 12.6579536729463 1 11.4137016368251 3 0 14.0165328279805 13.109515191823 0 "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A2" "R2" "Q1" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"744200" 1 0 210 49 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "I0" "Coui"
"856548" 1 0 92 42 0.693147180559945 2.39789527279837 12.713209474049 0 0 0 0 1 8232 2.39789527279837 2.63905732961526 2.07944154167984 0 0 0 0 2 1 12.6522925459006 1 9.88471239720979 0 0 12.7438897009907 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O1" "M1" "T2" "D0" "B0" "J0" "I2" "Coui"
"942252" 1 0 234 56 1.09861228866811 3.46573590279973 11.1570073774006 3.13549421592915 11.53557697153 0 11.53557697153 2 26196 3.46573590279973 2.63905732961526 4.06044301054642 0 0 1 10.7018952437536 2 0 0 2 11.1570073774006 10 0 11.8610721464371 10.7018952437536 0 "Shom" "Fcou" "Pcad" "K1" "V1" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"1160038" 1 0 213 56 0.693147180559945 3.13549421592915 9.77832107624323 0 0 0 0 1 5823 3.13549421592915 2.63905732961526 3.93182563272433 11.7355168638763 0 0 0 1 0 0 1 9.77832107624323 15 0 10.0244211754318 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q1" "O1" "M2" "T1" "D0" "B2" "J0" "I1" "Coui"
"1483553" 1 0 46 47 0 3.76120011569356 4.61512051684126 1.94591014905531 11.9511481373166 10.1353133042332 11.7735805773614 2 -14536 3.76120011569356 2.63905732961526 4.44265125649032 0 0 0 0 1 0 0 1 4.61512051684126 32 0 5.54517744447956 0 4.90527477843843 "Shom" "Fcou" "Pcad" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M2" "T0" "D0" "B2" "J2" "I0" "Coui"
"1541664" 1 0 122 53 2.30258509299405 4.60517018598809 10.7297003922836 2.30258509299405 12.6979050343536 0 12.1697042606183 2 20841 4.57471097850338 2.63905732961526 4.71849887129509 12.4987683785549 11.8071312119093 0 0 2 2 10.7297003922836 0 0 16 0 11.6873744475456 0 3.73766961828337 "Shom" "Fcou" "Pcad" "K1" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "A2" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "J2" "I2" "Coui"
"1746629" 0 0 106 52 1.79175946922805 3.09104245335832 0 2.39789527279837 11.7576817690205 0 11.7576817690205 1 -808 3.09104245335832 2.63905732961526 2.63905732961526 11.9718491881328 0 0 0 0 0 0 0 0 1 0 8.4724050086261 0 3.85014760171006 "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q0" "O2" "M2" "T0" "D0" "B1" "J2" "I0" "Coui"
"1963266" 0 0 135 29 0 3.29583686600433 12.6289191514691 2.63905732961526 12.4278272326801 0 0 1 6863 3.25809653802148 2.63905732961526 3.43398720448515 0 12.4278272326801 1 10.395802913543 4 2 12.1599030446833 2 11.6464506075752 6 0 12.865753524507 11.2087209794324 0 "Shom" "Fseu" "Pint" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A0" "R1" "Q1" "O0" "M2" "T2" "D0" "B1" "J0" "I2" "Coui"
"2645927" 1 1 171 52 1.09861228866811 3.09104245335832 12.4616214295931 0 0 0 0 1 7029 2.94443897916644 2.63905732961526 3.55534806148941 12.2904183895416 0 0 0 4 2 12.4091522554086 2 9.48804786328076 5 0 12.5070842339427 8.93918760147561 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R1" "Q1" "O2" "M2" "T2" "D0" "B1" "J0" "I2" "Coui"
"2647279" 0 0 86 25 1.38629436111989 2.39789527279837 10.637728690631 0 0 0 0 1 42549 2.39789527279837 2.63905732961526 3.2188758248682 11.8740972827986 0 0 0 2 1 10.6290777215854 1 5.88610403145016 14 1 11.384296322373 8.35019365072007 0 "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F1" "L0" "H1" "A0" "R1" "Q2" "O2" "M1" "T2" "D0" "B1" "J0" "I2" "Coui"
"3345708" 0 1 166 65 1.09861228866811 3.04452243772342 0 0 0 0 0 1 9200 3.04452243772342 2.63905732961526 3.66356164612965 11.4295547255373 0 0 0 0 0 0 0 0 12 0 10.1275107168773 0 0 "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R1" "Q2" "O2" "M1" "T0" "D0" "B2" "J0" "I1" "Coui"
"4110356" 1 0 127 64 1.79175946922805 3.8286413964891 12.421063050088 0 0 0 0 1 18634 3.8286413964891 2.63905732961526 4.12713438504509 12.3831471271371 0 4 12.8349532679673 4 2 11.8354219223386 2 11.6074535208135 14 0 13.7581578899641 13.4169088427975 0 "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"5001267" 0 0 35 39 0 1.09861228866811 0 1.79175946922805 12.899222326087 0 12.899222326087 1 413 1.09861228866811 2.70805020110221 1.94591014905531 9.99428757686257 0 0 0 0 0 0 0 0 0 0 4.70953020131233 0 0 "Shom" "Fseu" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D1" "B0" "J0" "I0" "Coui"
"5016081" 0 0 29 32 1.79175946922805 2.83321334405622 13.2210025553948 2.30258509299405 11.9028707614204 0 0 1 11304 2.83321334405622 2.63905732961526 3.66356164612965 0 11.9028707614204 0 0 4 2 12.1097819852119 2 12.8217851728175 0 1 13.2393478720895 0 0 "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X2" "Y2" "R0" "N1" "E1" "G1" "F0" "L1" "H0" "A0" "R0" "Q2" "O2" "M1" "T2" "D0" "B2" "J0" "I2" "Coui"
"5017772" 0 0 28 36 0 2.89037175789616 12.25305641725 0 0 0 0 1 7946 2.89037175789616 3.17805383034795 2.07944154167984 0 0 0 0 3 1 11.5129354649202 2 11.6047842409814 0 0 12.274464669878 0 0 "Shom" "Fseu" "Pcad" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q2" "O0" "M1" "T2" "D2" "B0" "J0" "I2" "Coui"
"5021576" 1 0 27 60 1.09861228866811 3.36729582998647 10.3262357767669 0 0 0 0 1 49622 3.36729582998647 2.70805020110221 4.04305126783455 0 0 0 0 1 0 0 1 10.3262357767669 19 0 11.4791825214053 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q2" "O2" "M2" "T1" "D1" "B2" "J0" "I2" "Coui"
"5049589" 0 1 16 37 0.693147180559945 2.56494935746154 12.0257670553094 0 0 0 0 1 10365 2.56494935746154 2.63905732961526 2.89037175789616 10.6919676399149 0 0 0 1 1 12.0257670553094 0 0 4 0 12.0402482590237 0 0 "Sfem" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R0" "Q2" "O1" "M1" "T2" "D0" "B1" "J0" "I2" "Coui"
"5058983" 1 1 13 55 0.693147180559945 4.00733318523247 11.7756127541827 0 0 0 0 1 37097 4.00733318523247 2.70805020110221 4.06044301054642 0 0 1 11.5643977433392 2 0 0 2 11.7756127541827 21 0 12.3964450405138 11.5643977433392 0 "Sfem" "Fcou" "Pint" "K0" "V1" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R0" "Q2" "O1" "M2" "T2" "D1" "B2" "J0" "I2" "Coui"
"5075806" 0 0 6 36 1.38629436111989 6.25382881157547 6.21660610108486 0 9.45743479744618 9.45743479744618 0 1 42263 5.12989871492307 2.63905732961526 4.21950770517611 8.1300590399928 0 0 0 1 0 0 1 6.21660610108486 39 0 12.9182574549673 0 2.56494935746154 "Shom" "Fseu" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F1" "L0" "H0" "A0" "R0" "Q2" "O2" "M2" "T1" "D0" "B2" "J1" "I2" "Coui"
"5082842" 1 0 3 41 0 2.39789527279837 0 0 0 0 0 1 10333 2.39789527279837 2.63905732961526 0.693147180559945 0 0 0 0 1 0 0 1 0 0 0 10.6262178068877 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q2" "O0" "M1" "T0" "D0" "B0" "J0" "I1" "Coui"
"5087370" 0 0 1 37 0 5.64190707093811 11.1562648066437 0 0 0 0 1 173228 5.45958551414416 2.63905732961526 2.99573227355399 8.1300590399928 0 0 0 2 0 0 2 11.1562648066437 7 0 14.0959693552641 13.1697487457862 1.94591014905531 "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A1" "R0" "Q2" "O0" "M2" "T2" "D0" "B1" "J1" "I2" "Coui"
"5088208" 1 0 1 62 1.09861228866811 2.30258509299405 6.39859493453521 0 0 0 0 1 1980 2.30258509299405 2.63905732961526 2.39789527279837 0 0 0 0 2 0 0 2 6.39859493453521 3 0 9.9389512168117 0 0 "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q1" "O2" "M1" "T1" "D0" "B0" "J0" "I1" "Coui"
"5088873" 1 0 1 62 1.6094379124341 1.6094379124341 0 0 10.8197982842103 0 10.8197982842103 1 1785 1.6094379124341 2.70805020110221 2.19722457733622 0 0 0 0 0 0 0 0 0 0 0 10.5766360865894 0 1.6094379124341 "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "A2" "R0" "Q1" "O2" "M0" "T0" "D1" "B0" "J1" "I1" "Coui"
"143397" 1 0 144 46 0.693147180559945 2.19722457733622 9.32963337816417 0 0 0 0 1 7432 1.6094379124341 2.56494935746154 1.09861228866811 12.2097209822489 0 0 0 2 0 0 2 9.32963337816417 0 0 9.84845041660622 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A1" "R1" "Q1" "O1" "M1" "T1" "D0" "B0" "J0" "I1" "Coui"
"159663" 0 1 152 41 0.693147180559945 3.8286413964891 11.9234046482341 0 0 0 0 2 8489 3.25809653802148 2.56494935746154 3.3322045101752 0 0 0 0 3 1 11.5112440521877 2 10.8380699668824 4 0 12.0705163470239 0 1.6094379124341 "Sfem" "Fseu" "Pcad" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O1" "M2" "T2" "D0" "B1" "J1" "I2" "Coui"
"458833" 1 0 111 53 1.38629436111989 3.46573590279973 12.0818350741027 0 0 0 0 1 9384 3.46573590279973 2.56494935746154 4.39444915467244 0 0 0 0 3 0 0 3 12.0818350741027 29 0 12.1202532850792 0 0 "Shom" "Fcou" "Pint" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"547186" 0 0 216 36 2.89037175789616 4.57471097850338 9.87806717518922 1.94591014905531 13.3447386336555 7.94129557090653 11.9009934502351 2 24601 4.46590811865458 2.56494935746154 4.87519732320115 12.414297463897 13.0695910951163 1 10.5938809448995 4 3 9.43332391048903 1 8.8538082749772 11 0 11.7037276262338 10.9874429518606 2.99573227355399 "Shom" "Fseu" "Pcad" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A0" "R2" "Q2" "O2" "M2" "T1" "D0" "B2" "J2" "I2" "Coui"
"555715" 0 0 113 27 0 3.46573590279973 9.16020430248239 1.94591014905531 11.8559831129498 11.4900968640302 10.673202178265 2 51945 3.46573590279973 2.77258872223978 4.46590811865458 0 0 0 0 2 1 9.09616332691378 1 6.3818160174061 59 0 11.6152473687193 8.07464907506665 2.19722457733622 "Shom" "Fseu" "Pemp" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A0" "R1" "Q2" "O0" "M2" "T1" "D2" "B2" "J1" "I2" "Coui"
"647443" 1 0 70 37 0 1.6094379124341 11.1984749602377 3.29583686600433 12.553551938773 0 0 1 1901 0.693147180559945 3.52636052461616 1.09861228866811 0 12.553551938773 0 0 2 2 11.1984749602377 0 0 0 0 11.233634753033 7.71779621101358 0.693147180559945 "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R0" "Q1" "O0" "M0" "T2" "D2" "B0" "J1" "I2" "Coui"
"1043580" 1 0 288 47 1.79175946922805 3.89182029811063 11.0749319998539 0 9.64523482410835 9.64523482410835 0 2 8358 3.91202300542815 2.56494935746154 4.31748811353631 0 0 0 0 1 0 0 1 11.0749319998539 16 0 11.1146842019514 0 0 "Shom" "Fcou" "Pcad" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "A1" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I1" "Coui"
"1045144" 1 1 230 54 0 0 8.31605572036464 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8.31605572036464 0 0 0 0 8.31605572036464 0 0 "Sfem" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "I0" "Coui"
"1161004" 1 0 203 42 2.19722457733622 3.71357206670431 10.5040259013634 2.39789527279837 12.2815001039218 10.2956985449659 11.5553238163868 2 926 3.68887945411394 2.56494935746154 4.72738781871234 0 11.3112375856853 0 0 4 2 10.4966486382201 2 5.59471137960184 52 0 10.5412277258243 5.99396142730657 4.30406509320417 "Shom" "Fcou" "Pemp" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A1" "R2" "Q0" "O2" "M2" "T2" "D0" "B2" "J2" "I1" "Coui"
"1245284" 1 0 246 52 1.6094379124341 2.77258872223978 11.1730374010478 3.58351893845611 13.0455147299518 0 0 3 3486 2.77258872223978 2.56494935746154 3.66356164612965 0 13.0455147299518 0 0 3 2 11.1716316230698 1 4.61512051684126 7 0 11.665337491358 10.3439014415617 0 "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B2" "J0" "I2" "Coui"
"1483275" 1 0 51 29 1.94591014905531 5.93489419561959 10.051347055775 2.07944154167984 13.9177376696352 9.73085886771307 12.1988012730614 2 10228 5.93489419561959 2.56494935746154 4.00733318523247 0 13.7015094866565 1 13.2995115754243 6 2 9.38672768928195 4 9.32892308780313 27 0 13.3656279366988 13.3269909613204 3.97029191355212 "Shom" "Fcou" "Pint" "K1" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A0" "R0" "Q2" "O2" "M2" "T1" "D0" "B2" "J2" "I2" "Coui"
"1540931" 1 0 286 47 0 4.12713438504509 11.6666589149121 1.6094379124341 11.3420778302499 7.9218984110238 11.3088367123785 1 21526 4.00733318523247 2.56494935746154 3.71357206670431 0 0 1 12.2405996682247 2 1 10.7340025073889 1 11.1666109516578 8 0 12.9648038942029 12.645926297825 1.79175946922805 "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M2" "T2" "D0" "B2" "J1" "I2" "Coui"
"1641038" 1 0 291 57 0.693147180559945 4.95582705760126 13.0614577161 2.63905732961526 11.7593088668098 0 11.7593088668098 1 70459 4.4188406077966 2.77258872223978 2.56494935746154 0 0 1 10.6383283476452 1 0 0 0 0 0 0 13.2849022067041 10.6502465875447 0 "Shom" "Fcou" "Pcad" "K0" "V1" "U1" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R2" "Q2" "O1" "M2" "T2" "D2" "B0" "J0" "I2" "Coui"
"1647347" 1 0 142 37 2.39789527279837 7.45124168498768 11.3235309537024 0 13.1519532471244 11.2397115553877 0 1 2959 6.85540879860993 2.56494935746154 4.04305126783455 11.6696813198089 12.9920815563413 2 11.7124072721665 3 1 10.3702358890612 2 10.8366550669667 0 0 14.018941893895 11.7181657041467 3.97029191355212 "Shom" "Fcou" "Pcad" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G1" "F1" "L1" "H1" "A1" "R1" "Q1" "O2" "M2" "T2" "D0" "B2" "J2" "I2" "Coui"
"1741865" 1 0 275 47 0 1.09861228866811 10.6862468917858 0 0 0 0 1 13839 1.09861228866811 2.94443897916644 1.38629436111989 0 0 0 0 1 1 10.6862468917858 0 0 0 0 10.9200036376616 0 0 "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O0" "M0" "T2" "D2" "B0" "J0" "I1" "Coui"
"1962969" 1 0 146 49 1.38629436111989 5.55682806169954 9.30728557803266 0 6.66057514983969 6.66057514983969 0 2 6955 5.55295958492162 2.56494935746154 4.23410650459726 12.8395467826294 0 0 0 1 1 9.30728557803266 0 0 41 1 13.3480030109118 0 3.91202300542815 "Shom" "Fcou" "Pcad" "K1" "V0" "U1" "X1" "Y0" "R1" "N1" "E0" "G1" "F1" "L0" "H0" "A1" "R1" "Q1" "O2" "M2" "T1" "D0" "B2" "J2" "I2" "Coui"
"2247694" 0 0 289 49 0 1.38629436111989 0 0 0 0 0 1 9367 1.38629436111989 2.56494935746154 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 12.1862627182073 0 2.83321334405622 "Shom" "Fseu" "Pcad" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O0" "M0" "T0" "D0" "B0" "J2" "I2" "Coui"
"2347218" 0 0 72 32 1.09861228866811 3.71357206670431 12.1069813262192 0 0 0 0 1 67785 3.52636052461616 2.56494935746154 4.07753744390572 11.798863517503 0 1 10.0497068620371 3 1 11.3432989836208 2 11.4797305601126 32 0 12.4246899689119 10.0497068620371 0 "Shom" "Fseu" "Pcad" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A0" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"2447457" 1 0 171 47 1.09861228866811 3.49650756146648 11.5516941528986 3.29583686600433 13.402773070089 0 13.402773070089 1 72415 3.46573590279973 2.99573227355399 2.56494935746154 0 0 1 11.6034788948109 2 2 11.5516941528986 0 0 0 0 12.4797001638148 11.6034788948109 0 "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R1" "Q2" "O2" "M2" "T2" "D2" "B0" "J0" "I2" "Coui"
"2564296" 0 0 38 31 1.09861228866811 3.36729582998647 11.0192355166509 0 0 0 0 1 11325 3.36729582998647 2.56494935746154 3.55534806148941 0 0 0 0 1 1 11.0192355166509 0 0 22 0 11.2285578934863 0 0 "Shom" "Fseu" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q2" "O2" "M2" "T2" "D0" "B1" "J0" "I2" "Coui"
"2648551" 0 0 64 41 0 3.25809653802148 0 0 13.5694335333664 9.73607431247529 11.6360188203321 2 8472 3.25809653802148 2.56494935746154 3.29583686600433 0 13.3875666848957 0 0 0 0 0 0 0 2 0 0 0 3.17805383034795 "Shom" "Fseu" "Pemp" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L1" "H0" "A1" "R0" "Q2" "O0" "M2" "T0" "D0" "B1" "J2" "I0" "Coui"
"3444169" 0 0 137 47 1.09861228866811 3.13549421592915 5.17614973257383 0 11.4868278658484 10.7668837086558 10.8197982842103 1 -35443 3.13549421592915 2.56494935746154 4.69134788222914 13.2432296549815 0 1 11.5554484120501 1 0 0 1 5.17614973257383 56 0 11.5571337196345 11.5554484120501 4.47733681447821 "Shom" "Fseu" "Pint" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A1" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "J2" "I2" "Coui"
"4210035" 0 0 142 27 0.693147180559945 3.04452243772342 10.7966120063784 0 0 0 0 1 22868 3.04452243772342 2.56494935746154 3.25809653802148 10.5713425658087 0 0 0 2 1 10.7883908111687 1 5.99396142730657 10 0 11.6916321626934 10.9740261023766 0 "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A0" "R1" "Q2" "O1" "M1" "T2" "D0" "B1" "J0" "I2" "Coui"
"5005557" 1 0 34 46 1.09861228866811 3.97029191355212 12.1382166275803 1.94591014905531 13.2414877353079 0 0 3 25340 3.97029191355212 2.56494935746154 4.18965474202643 0 13.2414877353079 0 0 2 2 12.1382166275803 0 0 23 0 12.2617911342865 0 0 "Shom" "Fcou" "Pcad" "K1" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"5014909" 0 0 31 44 1.94591014905531 5.08140436498446 12.7413166979601 2.99573227355399 15.0605117675063 0 0 1 53943 4.45434729625351 2.56494935746154 3.80666248977032 11.659075654626 15.0605117675063 1 13.9313138574578 1 0 0 1 12.7413166979601 10 0 14.1970503923356 13.9313138574578 0 "Shom" "Fseu" "Pcad" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
"5032509" 1 0 24 31 0 2.30258509299405 0 2.484906649788 11.4709569801477 0 11.4709569801477 2 -511 2.30258509299405 2.56494935746154 3.46573590279973 13.6884280408563 0 0 0 0 0 0 0 0 2 0 8.08487062913819 0 4.17438726989564 "Shom" "Fcou" "Pcad" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A0" "R0" "Q0" "O0" "M1" "T0" "D0" "B1" "J2" "I0" "Coui"
"5051051" 0 0 17 34 0 3.25809653802148 12.0374231980431 0 0 0 0 1 32032 3.25809653802148 2.56494935746154 3.71357206670431 0 0 1 10.8186176110895 3 2 11.8419485972046 1 10.3089859934221 13 0 12.4247180955379 10.8186176110895 0 "Shom" "Fseu" "Pcad" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R0" "Q2" "O0" "M2" "T2" "D0" "B2" "J0" "I2" "Coui"
